arquivo,processo_numero,vara,comarca,magistrado_nome,magistrado_genero,magistrado_cargo,assinatura_datahora,assinatura_id_documento,decisao
08001691320208100029_000_18-12-2024_17-28-34_Sentença.html,0800169-13.2020.8.10.0029,,,FERDINANDO MARCO GOMES SEREJO SOUSA,Masculino,Juiz de Direito,18/12/2024 17:28:33,136761190,EXTINTO
08002386520178100024_000_25-01-2024_08-54-24_Sentença.html,,,BACABAL,JOAO PAULO MELLO,Masculino,Juiz de Direito,25/01/2024 08:54:24,110500836,PROCEDENTE
"08002386520178100024_001_23-01-2024_10-12-07_Ata de audiência com despacho, decisão ou sentença.html",,,BACABAL,JOAO PAULO MELLO,Masculino,Juiz de Direito,23/01/2024 10:12:06,110318867,
08002430320238100081_000_08-05-2024_16-23-38_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,08/05/2024 16:23:38,118789048,PROCEDENTE
08002677920238100065_000_23-10-2024_20-46-21_Sentença.html,.,VARA ÚNICA,,DOUGLAS LIMA DA GUIA,Indeterminado,,23/10/2024 20:46:20,132615105,EXTINTO
08002687820248100049_002_08-07-2024_08-55-26_Sentença.html,,1ª VARA,,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,08/07/2024 08:55:26,122847661,HOMOLOGO
08002816320238100065_000_17-07-2024_15-18-09_Sentença.html,.,VARA ÚNICA,,DOUGLAS LIMA DA GUIA,Indeterminado,,17/07/2024 15:18:09,124264742,EXTINTO
08002841820238100065_005_26-06-2025_20-45-25_Sentença.html,.,,ALTO PARNAÍBA,DOUGLAS LIMA DA GUIA,Indeterminado,,26/06/2025 20:45:25,152554128,PROCEDENTE
08003012020248100065_004_21-06-2025_12-24-49_Sentença.html,.,4ª Vara,Balsas,DOUGLAS LIMA DA GUIA,Indeterminado,,21/06/2025 12:24:49,151898669,PROCEDENTE
08003022520228100081_000_31-10-2024_17-08-35_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,31/10/2024 17:08:34,133425548,PROCEDENTE
08003064320168100026_000_22-10-2025_15-37-26_Sentença.html,,,,FERDINANDO MARCO GOMES SEREJO SOUSA,Masculino,Juiz de Direito,22/10/2025 15:37:25,162306638,PROCEDENTE
08003195720258100113_000_25-09-2025_17-16-24_Sentença.html,,VARA ÚNICA,,RAFAELLA DE OLIVEIRA SAIF RODRIGUES,Feminino,Juíza,25/09/2025 17:16:24,161387070,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08003196120228100081_000_16-12-2024_17-14-31_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,16/12/2024 17:14:31,137280962,PROCEDENTE
"08003196120228100081_005_07-02-2024_14-28-23_Ata de audiência com despacho, decisão ou sentença.html",,,CAROLINA,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz de Direito,07/02/2024 14:28:23,111474239,DEFIRO
08003339220198100067_000_04-06-2025_13-37-21_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,04/06/2025 13:37:21,150623437,IMPROCEDENTE
08003354920218100081_000_29-09-2025_10-16-25_Sentença.html,0800443-78.2021.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,29/09/2025 10:16:25,161577869,PROCEDENTE
08003354920218100081_001_23-01-2025_09-22-16_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,23/01/2025 09:22:16,139071303,PROCEDENTE
08003427520218100102_000_28-06-2025_17-56-13_sentença.html,,VARA ÚNICA,MONTES ALTOS,BRUNA ATHAYDE BARROS,Indeterminado,,28/06/2025 17:56:13,152573685,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08003490420198100081_000_22-05-2025_15-28-31_Sentença.html,0800349-04.2019.8.10.0081,1ª Vara,Araguaína,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,22/05/2025 15:28:31,149459464,PROCEDENTE
08003496620208100049_000_03-09-2024_23-26-35_Sentença.html,0800349-66.2020.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,03/09/2024 23:26:34,128357763,PROCEDENTE
"08003496620208100049_001_17-05-2024_14-43-21_Ata de audiência com despacho, decisão ou sentença.html",0800349-66.2020.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,17/05/2024 14:43:21,119581757,
08003525620198100081_000_06-06-2024_15-07-42_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,06/06/2024 15:07:42,121090506,PROCEDENTE
08003715720228100081_000_07-08-2025_10-08-30_Sentença.html,,,,BRUNO MENESES DE OLIVEIRA,Masculino,Juiz,07/08/2025 10:08:30,156649726,EXTINTO
08003717120238100065_004_26-04-2025_15-48-11_Sentença.html,.,,,DOUGLAS LIMA DA GUIA,Indeterminado,,26/04/2025 15:48:11,146728974,PROCEDENTE
08003737420198100067_000_23-09-2025_14-04-40_Sentença.html,,,ANAJATUBA,BRENNO LIVIO BARBOSA BEZERRA,Masculino,Juiz de Direito,23/09/2025 14:04:39,156834501,
08003831620228100067_000_23-09-2025_16-19-39_Sentença.html,.,,ANAJATUBA,BRENNO LIVIO BARBOSA BEZERRA,Masculino,Juiz de Direito,23/09/2025 16:19:39,155581823,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08003884320198100067_000_03-06-2025_22-53-08_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,03/06/2025 22:53:08,150444596,IMPROCEDENTE
08003890920248100049_001_18-03-2024_09-42-19_Sentença.html,.,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,18/03/2024 09:42:19,114732329,DEFIRO
08004017620188100067_000_07-02-2025_01-15-00_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,07/02/2025 01:15:00,140419235,IMPROCEDENTE
08004054620238100065_001_21-06-2025_12-22-41_Sentença.html,.,4ª Vara,Balsas,DOUGLAS LIMA DA GUIA,Indeterminado,,21/06/2025 12:22:41,151871751,PARCIALMENTE PROCEDENTE
08004288920238100065_001_27-08-2025_10-43-07_Sentença.html,.,,,DOUGLAS LIMA DA GUIA,Indeterminado,,27/08/2025 10:43:07,158044107,PROCEDENTE
08004326220198100067_000_02-04-2024_18-39-34_Sentença.html,0800432-62.2019.8.10.0067,,,BRUNO CHAVES DE OLIVEIRA,Masculino,Juiz de Direito,02/04/2024 18:39:34,115770657,
08004334220228100067_001_30-03-2025_23-17-44_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,30/03/2025 23:17:44,144640725,IMPROCEDENTE
08004343220198100067_000_04-04-2025_23-26-40_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,04/04/2025 23:26:40,145464217,IMPROCEDENTE
08004481620198100067_000_03-06-2025_22-53-50_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,03/06/2025 22:53:50,150443645,IMPROCEDENTE
08004523520248100081_000_13-05-2025_12-18-55_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,13/05/2025 12:18:55,148413075,PROCEDENTE
08004533320228100067_000_30-03-2025_23-37-33_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,30/03/2025 23:37:33,144312416,IMPROCEDENTE
08004607520258100081_000_09-07-2025_13-34-04_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,09/07/2025 13:34:04,154006689,PROCEDENTE
08004626020188100026_002_10-09-2024_03-04-19_Sentença.html,0002244-48.2012.8.10.0026,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,10/09/2024 03:04:19,128888012,PROCEDENTE
08004776120228100067_000_03-06-2025_22-46-34_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,03/06/2025 22:46:34,150485630,IMPROCEDENTE
08004837420228100065_000_30-03-2025_10-45-22_Sentença.html,.,,,DOUGLAS LIMA DA GUIA,Indeterminado,,30/03/2025 10:45:22,144562657,
08004837420228100065_001_04-12-2024_15-35-24_Sentença.html,.,,,DOUGLAS LIMA DA GUIA,Indeterminado,,04/12/2024 15:35:24,136146734,IMPROCEDENTE
08004943020178100049_000_26-07-2024_10-27-52_Sentença.html,0800494-30.2017.8.10.0049,,,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,26/07/2024 10:27:52,124821474,PROCEDENTE
08005063520238100081_000_03-02-2025_13-55-51_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,03/02/2025 13:55:51,140023305,PROCEDENTE
08005218520198100067_000_29-08-2024_19-09-53_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,29/08/2024 19:09:53,127934643,EXTINTO
08005442320188100081_000_06-06-2024_15-07-53_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,06/06/2024 15:07:52,121096303,PROCEDENTE
08005514020238100113_001_29-05-2024_13-26-07_Sentença.html,,VARA ÚNICA,,RAFAELLA DE OLIVEIRA SAIF RODRIGUES,Feminino,Juíza,29/05/2024 13:26:07,120526671,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08005522320238100049_000_23-01-2025_10-37-17_Sentença.html,0800552-23.2023.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,23/01/2025 10:37:17,139126848,PROCEDENTE
"08005522320238100049_001_04-12-2024_14-42-27_Ata de audiência com despacho, decisão ou sentença.html",0800552-23.2023.8.10.0049,,,JAIRON FERREIRA DE MORAIS,Masculino,JUIZ,04/12/2024 14:42:27,136268098,
08005731120228100024_000_28-04-2025_16-35-21_Sentença.html,0800573-11.2022.8.10.0024,1ª VARA,BACABAL,VANESSA FERREIRA PEREIRA LOPES,Feminino,Juíza,28/04/2025 16:35:21,147064828,EXTINTO
08005911020238100117_004_17-01-2024_15-16-14_Sentença.html,0800591-10.2023.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Masculino,Juiz de Direito,17/01/2024 15:16:14,109976222,
08005986320248100053_000_06-08-2025_10-46-40_Sentença.html,0800598-63.2024.8.10.0053,1ª VARA,PORTO FRANCO,FRANCISCO BEZERRA SIMOES,Masculino,JUIZ DE DIREITO,06/08/2025 10:46:40,156540008,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08006104420198100056_000_01-04-2024_19-02-27_Sentença.html,0800610-44.2019.8.10.0056,2ª VARA,Santa Inês/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,01/04/2024 19:02:26,115734074,IMPROCEDENTE
08006140220188100029_000_19-06-2025_08-25-11_Sentença.html,,,,RAPHAEL LEITE GUEDES,Masculino,Juiz de Direito,19/06/2025 08:25:11,152040111,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08006175420188100029_000_24-10-2024_16-07-37_Sentença.html,0800617-54.2018.8.10.0029,,CAXIAS,JORGE ANTONIO SALES LEITE,Masculino,Juiz de Direito,24/10/2024 16:07:37,132480598,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08006196120188100049_002_08-03-2024_00-18-56_Sentença.html,0800619-61.2018.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,08/03/2024 00:18:56,113986491,PROCEDENTE
08006273820188100049_002_10-04-2025_09-48-42_Sentença.html,0800627-38.2018.8.10.0049,1ª Vara,Paço do Lumiar,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,10/04/2025 09:48:42,145974210,
"08006273820188100049_003_23-09-2024_15-19-01_Ata de audiência com despacho, decisão ou sentença.html",,,,GILMAR DE JESUS EVERTON VALE,Masculino,Juiz de Direito,23/09/2024 15:19:00,130069289,
08006315620208100065_000_27-06-2025_13-31-44_Sentença.html,.,VARA ÚNICA,,DOUGLAS LIMA DA GUIA,Indeterminado,,27/06/2025 13:31:44,152686537,EXTINTO
08006326820208100056_000_02-06-2025_11-38-22_Sentença.html,,1ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,02/06/2025 11:38:22,150325755,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08006432420258100056_000_29-08-2025_13-09-59_Sentença.html,0800643-24.2025.8.10.0056,1ª VARA,SANTA INÊS/MA,IVNA CRISTINA DE MELO FREIRE,Feminino,Juíza de Direito,29/08/2025 13:09:58,158756992,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08006464820228100067_000_19-08-2024_19-14-22_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,19/08/2024 19:14:22,126984236,EXTINTO
08006534820238100053_003_12-08-2025_16-28-50_Sentença.html,0800653-48.2023.8.10.0053,1ª VARA,PORTO FRANCO,FRANCISCO BEZERRA SIMOES,Masculino,JUIZ DE DIREITO,12/08/2025 16:28:50,156614881,PROCEDENTE
08006542720178100026_002_18-11-2024_13-36-03_Sentença.html,,,Balsas,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,18/11/2024 13:36:03,134791821,PROCEDENTE
08006592820218100117_000_14-01-2025_10-16-20_Despacho.html,0800659-28.2021.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Masculino,Juiz de Direito,14/01/2025 10:16:20,137796582,EXTINTO
08006766420218100117_001_01-11-2024_11-19-45_Sentença.html,0800676-64.2021.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Masculino,Juiz de direito,01/11/2024 11:19:45,133483377,EXTINTO
08006893920228100049_001_23-08-2024_12-11-06_Sentença.html,0800689-39.2022.8.10.0049,,,JOSE RIBAMAR SERRA,Masculino,Juiz,23/08/2024 12:11:06,125346454,DEFIRO
08006943020188100040_000_04-02-2025_10-02-57_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,04/02/2025 10:02:56,140133429,
08006943020188100040_001_27-06-2024_10-05-16_Sentença.html,,4ª VARA,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,Juiz de Direito,27/06/2024 10:05:16,122833025,IMPROCEDENTE
"08006943020188100040_003_19-05-2023_20-23-28_Ata de audiência com despacho, decisão ou sentença.html",0800694-30.2018.8.10.0040,4ª VARA,IMPERATRIZ -,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,19/05/2023 20:23:28,92707626,
"08006943020188100040_004_06-03-2023_13-45-18_Ata de audiência com despacho, decisão ou sentença.html",0800694-30.2018.8.10.0040,,IMPERATRIZ,ANDRE BEZERRA EWERTON MARTINS,Masculino,juiz,06/03/2023 13:45:18,87087113,
"08007493620218100117_000_27-05-2025_16-49-58_Ata de audiência com despacho, decisão ou sentença.html",0800749-36.2021.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,27/05/2025 16:49:58,148809670,PROCEDENTE
08007521020228100067_000_09-09-2025_22-56-00_Sentença.html,.,,ANAJATUBA,BRUNA FERNANDA OLIVEIRA DA COSTA,Feminino,Juíza de Direito,09/09/2025 22:56:00,156842730,PROCEDENTE
08007647320258100049_000_15-08-2025_12-12-01_Sentença.html,0800764-73.2025.8.10.0049,,,JOSE RIBAMAR SERRA,Masculino,Juiz de Direito,15/08/2025 12:12:01,157164227,EXTINTO
08007713720238100081_000_20-01-2025_10-53-41_Sentença.html,0800771-37.2023.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,20/01/2025 10:53:40,138787620,EXTINTO
08007852120238100081_000_22-05-2025_13-35-28_Sentença.html,0800785-21.2023.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,22/05/2025 13:35:28,149333049,EXTINTO
08007865020188100026_000_15-08-2024_10-22-59_Sentença.html,,2ªvara,,TONNY CARVALHO ARAUJO LUZ,Masculino,Juiz de Direito,15/08/2024 10:22:59,126745239,
08008026220198100060_002_16-03-2024_19-38-00_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,16/03/2024 19:38:00,114645521,PROCEDENTE
08008537820248100034_000_11-03-2024_20-47-07_Sentença.html,.,2ª VARA,CODÓ,CARLOS EDUARDO DE ARRUDA MONTALVERNE,Masculino,Juiz de Direito,11/03/2024 20:47:07,114226020,EXTINTO
08008700720258100026_000_04-09-2025_14-14-30_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,04/09/2025 14:14:30,159231741,PROCEDENTE
08008735020258100029_000_30-10-2025_14-32-25_Sentença.html,0800873-50.2025.8.10.0029,1ª VARA,CAXIAS,AILTON GUTEMBERG CARVALHO LIMA,Masculino,Juiz,30/10/2025 14:32:25,161885855,PROCEDENTE
08008751820238100117_000_08-08-2025_17-33-29_Sentença.html,0800875-18.2023.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,MURYELLE TAVARES LEITE GONCALVES,Feminino,"Juíza 
de
 Direito",08/08/2025 17:33:29,153449185,PROCEDENTE
"08008751820238100117_001_19-11-2024_07-53-29_Ata de audiência com despacho, decisão ou sentença.html",0800875-18.2023.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,19/11/2024 07:53:29,132255100,
08008834020228100081_000_31-10-2024_10-34-09_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,31/10/2024 10:34:08,133418531,PROCEDENTE
"08008850420198100117_000_20-03-2025_10-45-34_Ata de audiência com despacho, decisão ou sentença.html",0800885-04.2019.8.10.0117,VARA ÚNICA,SANTA QUITÉRIA,CRISTIANO REGIS CESAR DA SILVA,Indeterminado,,20/03/2025 10:45:34,143218269,PROCEDENTE
08009244520188100049_002_13-09-2024_16-09-14_Sentença.html,0800924-45.2018.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,Juiz,13/09/2024 16:09:14,129315499,PROCEDENTE
"08009244520188100049_003_04-06-2024_15-42-49_Ata de audiência com despacho, decisão ou sentença.html",0800924-45.2018.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,04/06/2024 15:42:49,120868728,
"08009244520188100049_004_17-05-2024_14-42-43_Ata de audiência com despacho, decisão ou sentença.html",0800924-45.2018.8.10.0049,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,17/05/2024 14:42:43,119582912,
08009273020208100081_000_10-03-2025_14-46-36_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,10/03/2025 14:46:36,141822812,PROCEDENTE
08009299720208100081_000_12-10-2025_11-34-22_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,12/10/2025 11:34:22,162793440,PROCEDENTE
08009324720258100026_000_30-10-2025_17-14-01_Sentença.html,0800932-47.2025.8.10.0026,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,30/10/2025 17:14:01,164503786,PROCEDENTE
08009341720258100026_001_26-09-2025_10-21-45_Sentença.html,,,Balsas,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,26/09/2025 10:21:45,161447712,PROCEDENTE
08009593620218100037_000_02-07-2025_14-20-27_Sentença.html,,1ª VARA,,ALEXANDRE MAGNO NASCIMENTO DE ANDRADE,Masculino,Juiz de Direito,02/07/2025 14:20:27,153274280,DEFIRO
08009974720208100081_000_29-04-2024_16-35-36_Sentença.html,0800997-47.2020.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,29/04/2024 16:35:34,118044998,PROCEDENTE
08010271920218100026_000_06-08-2024_10-50-22_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,06/08/2024 10:50:22,125750505,EXTINTO COM RESOLUÇÃO DE MÉRITO
08010277820238100113_001_25-06-2024_10-27-18_Sentença.html,,VARA ÚNICA,,RAFAELLA DE OLIVEIRA SAIF RODRIGUES,Feminino,Juíza de Direito,25/06/2024 10:27:18,122545899,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08010495120218100067_001_11-02-2025_23-29-44_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,11/02/2025 23:29:44,140941124,IMPROCEDENTE
08010737120208100081_001_22-04-2024_12-03-31_Sentença.html,0801073-71.2020.8.10.0081,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,22/04/2024 12:03:31,117451903,HOMOLOGO
08010813520208100053_000_29-08-2025_10-00-49_Sentença.html,.,2ª Vara,Porto Franco,FRANCISCO BEZERRA SIMOES,Masculino,Juiz de Direito,29/08/2025 10:00:49,158626107,
08010984520248100081_000_27-03-2025_10-58-09_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,27/03/2025 10:58:09,144596496,PROCEDENTE
08011040220218100067_000_04-04-2025_23-36-01_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,04/04/2025 23:36:00,145467985,IMPROCEDENTE
08011335220218100067_001_07-02-2025_01-06-14_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,07/02/2025 01:06:14,140446684,IMPROCEDENTE
08011462220198100067_000_12-11-2024_10-59-50_Sentença.html,0801146-22.2019.8.10.0067,,,DEBORA JANSEN CASTRO TROVAO,Feminino,Juíza de Direito,12/11/2024 10:59:50,134348614,
08011462220198100067_001_03-10-2024_14-49-31_Sentença.html,,,,DEBORA JANSEN CASTRO TROVAO,Feminino,Juíza de Direito,03/10/2024 14:49:31,131067417,
08011470720198100067_000_11-02-2025_23-24-05_Sentença.html,,VARA ÚNICA,ANAJATUBA,GEOVANE DA SILVA SANTOS,Masculino,Juiz de Direito,11/02/2025 23:24:05,140935118,IMPROCEDENTE
08011472220238100049_000_22-09-2025_14-51-13_Sentença.html,0801147-22.2023.8.10.0049,2ª VARA,,JOAO PEREIRA NETO,Masculino,Juiz,22/09/2025 14:51:13,160824635,PROCEDENTE
"08011472220238100049_001_15-05-2025_11-26-31_Ata de audiência com despacho, decisão ou sentença.html",0801147-22.2023.8.10.0049,,,JOSE RIBAMAR SERRA,Masculino,JUIZ DE DIREITO,15/05/2025 11:26:31,148595375,
08011911320208100060_001_22-04-2024_12-58-54_Sentença.html,0801191-13.2020.8.10.0060,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,22/04/2024 12:58:54,116048137,EXTINTO
08011911320208100060_006_29-10-2020_14-14-36_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,29/10/2020 14:14:36,36754055,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08012140320218100034_000_23-06-2025_10-24-24_Sentença.html,.,2ª VARA,CODÓ - MA,JOAO BATISTA COELHO NETO,Masculino,Juiz de Direito,23/06/2025 10:24:24,152110894,
"08012140320218100034_001_13-03-2025_11-13-42_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,,JOAO BATISTA COELHO NETO,Masculino,Juiz,13/03/2025 11:13:42,143239447,DEFIRO
08012225420208100053_000_19-01-2024_19-01-19_Sentença.html,0801222-54.2020.8.10.0053,1ª VARA,PORTO FRANCO,JOSE FRANCISCO DE SOUZA FERNANDES,Masculino,JUIZ DE DIREITO,19/01/2024 19:01:19,110153759,EXTINTO SEM RESOLUÇÃO DE MÉRITO
08012272620188100060_002_03-07-2024_19-02-42_Sentença.html,,2ª VARA,,SUSI PONTE DE ALMEIDA,Feminino,Juíza,03/07/2024 19:02:42,123371756,
"08012272620188100060_003_29-02-2024_12-23-32_Ata de audiência com despacho, decisão ou sentença.html",,2ª Vara,Timon,SUSI PONTE DE ALMEIDA,Feminino,Juíza de Direito,29/02/2024 12:23:32,113329047,
08012443320198100026_003_04-09-2024_03-41-06_Sentença.html,,,,TONNY CARVALHO ARAUJO LUZ,Indeterminado,,04/09/2024 03:41:05,128403203,PROCEDENTE
08012610320188100027_000_15-11-2024_09-08-42_Sentença.html,,2ª VARA,BARRA DO CORDA,MARTHA DAYANNE ALMEIDA DE MORAIS,Feminino,Juíza de Direito,15/11/2024 09:08:42,134619516,PROCEDENTE
08012689020208100102_000_08-10-2025_09-33-35_Sentença.html,0801268-90.2020.8.10.0102,VARA ÚNICA,MONTES ALTOS,BRUNA ATHAYDE BARROS,Indeterminado,,08/10/2025 09:33:34,162424934,PROCEDENTE
"08012689020208100102_001_26-03-2025_12-49-39_Ata de audiência com despacho, decisão ou sentença.html",0801268-90.2020.8.10.0102,,Montes Altos,MYLLENNE SANDRA CAVALCANTE CALHEIROS DE MELO MOREIRA,Feminino,Juíza,26/03/2025 12:49:39,144361566,
08012701320208100053_000_18-08-2025_14-32-35_Sentença.html,0801270-13.2020.8.10.0053,1ª VARA,PORTO FRANCO,FRANCISCO BEZERRA SIMOES,Masculino,JUIZ DE DIREITO,18/08/2025 14:32:35,157538188,EXTINTO
08012758220198100081_001_27-08-2025_16-57-58_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,27/08/2025 16:57:58,158545649,IMPROCEDENTE
08012758220198100081_002_21-07-2025_15-01-30_Sentença.html,,,,BRUNO MENESES DE OLIVEIRA,Masculino,Juiz,21/07/2025 15:01:30,155069564,
08012793820218100053_000_27-10-2024_23-00-36_Sentença.html,.,2ª VARA,PORTO FRANCO,ALESSANDRA LIMA SILVA,Feminino,Juíza de Direito,27/10/2024 23:00:36,132586305,PROCEDENTE
08013080820188100049_005_07-11-2024_14-15-35_Sentença.html,0801308-08.2018.8.10.0049,,,LEWMAN DE MOURA SILVA,Feminino,Juíza de Direito,07/11/2024 14:15:35,133967217,PROCEDENTE
"08013080820188100049_010_04-04-2024_11-59-06_Ata de audiência com despacho, decisão ou sentença.html",,,,CARLOS ROBERTO GOMES DE OLIVEIRA PAULA,Masculino,JUIZ DE DIREITO,04/04/2024 11:59:06,116020156,
08013095720198100081_001_07-06-2024_16-40-26_Sentença.html,,Vara Única,Carolina,MAZURKIEVICZ SARAIVA DE SOUSA CRUZ,Masculino,Juiz,07/06/2024 16:40:26,121207779,PROCEDENTE
